,tos,sos,spco2,mlotst,o2os,no3os,po4os,sios,dfeos,co3,Cyanobacteria,Proteobacteria,Ascomycota,Bacteroidetes,Firmicutes,Richness,Shannon,bi-cycle,3h4h,Assimilatory_nitrate_reduction,Assimilatory_sulfate_reduction,ATP_synthesis,Calvin_cycle,Cysteine_biosynthesis,Denitrification,Dissimilatory_nitrate_reduction,Dissimilatory_sulfate_reduction,Nitrification,Nitrogen_fixation,Pta-Ack,antenna_proteins,Photosynthetic_electron_transport,Photosystem_I,Photosystem_II,acetyl-CoA_pathway,Sulfur_oxidation
SRR12479707,24.14617175,35.5160125,40.158622,23.30299475,0.216449975,7.98E-07,1.59E-05,0.001528048,3.10E-07,0.225802458,0.51517068,0.158073108,0.08150427,0.031794442,0.026463522,2890,3.39943231,0.008925873,0.003889236,0.061231323,0.266072871,0.013575636,0.11097677,0.131351616,0.039038828,0.016012931,0.029223006,0.002800958,0.031482853,0.131819592,0.009387695,0.018439469,0.002792172,0.005785018,0.070598105,0.046596047
SRR12479708,24.14617175,35.5160125,40.158622,23.30299475,0.216449975,7.98E-07,1.59E-05,0.001528048,3.10E-07,0.225802458,0.444189541,0.178219074,0.089671699,0.033570564,0.035620219,2891,3.739484203,0.00816289,0.003602453,0.056750789,0.239255054,0.013860599,0.159912874,0.122068612,0.035727678,0.014159756,0.026917097,0.002643084,0.026740123,0.144141499,0.009102064,0.017100434,0.002410466,0.005127672,0.064875533,0.047441323
SRR12479709,24.14617175,35.5160125,40.158622,23.30299475,0.216449975,7.98E-07,1.59E-05,0.001528048,3.10E-07,0.225802458,0.47382757,0.174717878,0.083055388,0.033625635,0.034103109,2919,3.62399532,0.009080133,0.003919387,0.066958966,0.260107792,0.012799424,0.118399884,0.128708072,0.03816597,0.015335291,0.028869933,0.002770852,0.029826083,0.135066144,0.009271684,0.017946617,0.002375795,0.005139436,0.071445748,0.04381279
SRR12479710,24.15609725,35.50585975,40.05687225,21.366142,0.216379128,8.83E-07,1.57E-05,0.001527227,3.23E-07,0.226069263,0.509280793,0.160429891,0.077685683,0.029512468,0.025659298,2990,3.329063177,0.007893248,0.004114997,0.04457363,0.262665781,0.015815449,0.132821701,0.130734187,0.039728645,0.016625471,0.031113737,0.003045287,0.033008014,0.140804378,0.009616705,0.018800193,0.002717911,0.005763329,0.066032788,0.034124549
SRR12479711,23.753848,35.6154205,40.33659175,27.06367475,0.218125135,6.81E-07,1.67E-05,0.001520323,2.86E-07,0.224223743,0.511885038,0.160107125,0.076101593,0.029183029,0.025630212,2991,3.308574823,0.007651832,0.004097482,0.044763143,0.265732588,0.015589666,0.128719382,0.13248673,0.040033439,0.017173909,0.031649477,0.002980444,0.033396821,0.136776978,0.009470879,0.018296302,0.002883108,0.005910503,0.06481941,0.037567907
SRR12479712,27.2026,36.63350725,43.6800945,25.43515725,0.204508853,0.000340642,3.66E-06,0.000982695,9.08E-07,0.24752535,0.679812702,0.08871568,0.057619409,0.011166048,0.013172777,3002,2.388761656,0.005894527,0.003309062,0.049124587,0.23131663,0.01335373,0.155549763,0.116230044,0.031690604,0.013617038,0.027278711,0.002749215,0.027293051,0.179402924,0.00817791,0.019303962,0.004287252,0.00986167,0.051914134,0.049645186
SRR12479713,23.753848,35.6154205,40.33659175,27.06367475,0.218125135,6.81E-07,1.67E-05,0.001520323,2.86E-07,0.224223743,0.499170846,0.160943491,0.080958994,0.029514551,0.025690385,3004,3.402999939,0.008069932,0.00408562,0.044115329,0.259630947,0.01540362,0.136070219,0.128968976,0.039143033,0.016352807,0.030197437,0.002961585,0.031602629,0.145095794,0.009204945,0.018542899,0.002707968,0.005615186,0.06644389,0.035787184
SRR12479714,23.6973285,35.63214825,40.323424,26.48371975,0.218366673,7.18E-07,1.66E-05,0.001518425,2.88E-07,0.224154863,0.584663679,0.156421362,0.058476803,0.028973923,0.024698155,3004,2.87199134,0.006504276,0.00433058,0.044605248,0.272643496,0.014109703,0.119802578,0.138218415,0.039617992,0.018052606,0.034315215,0.003051741,0.03552511,0.132830182,0.009711395,0.019779775,0.003369158,0.006518532,0.058720717,0.038293281
SRR12479715,23.753848,35.6154205,40.33659175,27.06367475,0.218125135,6.81E-07,1.67E-05,0.001520323,2.86E-07,0.224223743,0.588368748,0.138091021,0.063574954,0.02653849,0.023828175,2979,2.906675962,0.007019919,0.003990845,0.04412018,0.264156186,0.013924312,0.128569618,0.134668286,0.039044341,0.016919395,0.031575201,0.002966168,0.033370817,0.137686605,0.009531919,0.019773706,0.003257381,0.006225879,0.060455438,0.042743804
SRR12479716,23.569088,35.64283525,40.134467,30.798696,0.219017293,5.17E-07,1.63E-05,0.001518952,2.55E-07,0.22418305,0.501406363,0.14655252,0.08227633,0.028529848,0.023356874,2903,3.344422235,0.006953256,0.003795265,0.041482476,0.244690778,0.017326194,0.173015096,0.123334877,0.036685203,0.015493947,0.028647122,0.002808466,0.030336582,0.141756342,0.008950969,0.018289624,0.002511682,0.005504849,0.060268262,0.038149011
SRR12479717,23.40143625,35.678499,39.9244535,25.4187175,0.219536693,4.77E-07,1.58E-05,0.001517507,2.43E-07,0.22439501,0.50214196,0.132047552,0.092866274,0.023743526,0.02022899,2993,3.421907758,0.008814066,0.00357288,0.043970754,0.243048301,0.015640068,0.160628711,0.122256219,0.038026358,0.014910626,0.026993932,0.002861411,0.028555292,0.149184038,0.009099324,0.018124718,0.002502411,0.005195421,0.068919457,0.037696012
SRR12479718,23.40143625,35.678499,39.9244535,25.4187175,0.219536693,4.77E-07,1.58E-05,0.001517507,2.43E-07,0.22439501,0.54108072,0.156354002,0.071869304,0.033198523,0.025806753,2923,3.248776952,0.007766015,0.003952207,0.061718908,0.263374094,0.013885403,0.124878929,0.130345611,0.037853871,0.015640721,0.030521941,0.002858412,0.031922471,0.132375677,0.008765823,0.018150019,0.003053114,0.005963187,0.065175925,0.041797674
SRR12479719,23.20735975,35.71056975,40.00246425,25.570024,0.22035625,4.82E-07,1.64E-05,0.001512303,2.37E-07,0.223425065,0.548487927,0.170805343,0.062617343,0.034565184,0.027477783,2975,3.077531502,0.006509397,0.004287518,0.043989117,0.27349057,0.01356894,0.113895491,0.136758866,0.039588265,0.017802098,0.034148724,0.003006714,0.035406858,0.143054089,0.009827722,0.019521232,0.003205151,0.006182132,0.059513641,0.036243475
SRR12479720,22.9008855,35.81528175,40.21440725,21.410135,0.221399105,4.78E-07,1.71E-05,0.001502603,2.29E-07,0.22232032,0.468727383,0.192360395,0.076381749,0.035032975,0.030398681,2973,3.575914554,0.008559206,0.004175671,0.04599975,0.268127644,0.014794099,0.11359021,0.133561871,0.041018827,0.017172899,0.031844493,0.003020276,0.033645209,0.141753723,0.009435247,0.01885174,0.002790652,0.00631557,0.070499261,0.034843652
SRR12479721,22.737503,35.84695,40.48802925,24.458368,0.22214598,4.85E-07,1.82E-05,0.001496121,2.38E-07,0.220874378,0.464801361,0.196565959,0.07677967,0.037014189,0.030432024,2953,3.554518021,0.00770976,0.004160457,0.044696097,0.265916477,0.014837011,0.11958629,0.13308131,0.04014123,0.017132228,0.032714571,0.003080977,0.033612174,0.14565672,0.009355402,0.018474552,0.002826821,0.006133957,0.066628733,0.034255233
SRR12479722,22.68720725,35.7923935,40.2851065,23.512951,0.2223962,5.62E-07,1.83E-05,0.001499784,2.71E-07,0.220582483,0.587079614,0.152169356,0.056779791,0.033454984,0.023846383,2957,2.919133346,0.006835862,0.004285119,0.044395914,0.272813321,0.01582615,0.114651046,0.134885562,0.039802708,0.017448328,0.034131526,0.003100494,0.035309448,0.143269911,0.009503033,0.020024664,0.003648521,0.007209369,0.061380248,0.031478778
SRR12479723,20.5126805,36.10233175,41.51381,24.4136095,0.232009458,0.001090067,6.16E-06,0.001037576,1.32E-07,0.20849532,0.561662101,0.132219545,0.073136922,0.032772592,0.022975605,3055,3.207855255,0.009946026,0.003868781,0.059949431,0.278833212,0.012883119,0.084726404,0.131911368,0.041864827,0.016852507,0.030794096,0.002944331,0.032362078,0.12958717,0.009469953,0.02044096,0.002830572,0.010516154,0.079457991,0.040761019
SRR12479724,27.9788365,34.60108175,40.5150705,26.04079875,0.203731735,5.28E-06,1.04E-05,0.001545406,1.69E-07,0.234161755,0.593261483,0.135656468,0.058458004,0.022070247,0.023374302,2970,2.92274089,0.009346171,0.004291044,0.053934812,0.280775003,0.013663566,0.091990753,0.136492754,0.041922226,0.016835344,0.032182948,0.003130488,0.034116035,0.12670807,0.009790916,0.018936995,0.003790948,0.008867535,0.076080287,0.037144106
SRR12479725,28.061005,34.5786845,40.5135805,27.47715175,0.203419788,4.42E-06,9.60E-06,0.001546997,1.74E-07,0.234334488,0.647875011,0.124066633,0.048524124,0.021735655,0.021407356,2966,2.584056492,0.008903412,0.004303279,0.053391452,0.285840261,0.014356724,0.085744808,0.140462673,0.04180014,0.017241322,0.034751128,0.003208133,0.035079111,0.123898522,0.009540425,0.020652187,0.004991798,0.010320003,0.074019749,0.031494873
SRR12479726,27.972848,34.538498,40.33051775,28.71683975,0.203765465,4.79E-06,8.96E-06,0.001545981,1.75E-07,0.233926803,0.605423759,0.126902493,0.060366211,0.020041865,0.020969954,2993,2.892114283,0.010165977,0.004031658,0.058300546,0.273221758,0.013244896,0.100783754,0.132339854,0.04167468,0.016135675,0.030382098,0.002931683,0.03233964,0.131613699,0.009280651,0.018118779,0.003419455,0.007562801,0.079958338,0.034494059
SRR12479727,27.972848,34.538498,40.33051775,28.71683975,0.203765465,4.79E-06,8.96E-06,0.001545981,1.75E-07,0.233926803,0.598120534,0.142301289,0.056161669,0.022294719,0.023336761,3021,2.885427015,0.008966296,0.004526993,0.05350184,0.291809741,0.013199514,0.085779212,0.140969287,0.043090755,0.017581101,0.033635705,0.003302561,0.035413111,0.122461063,0.009782201,0.018172223,0.0037163,0.008518895,0.07472832,0.030844882
SRR12479728,28.0491855,34.54597075,40.36377425,30.0215475,0.203373113,3.92E-06,8.27E-06,0.001545829,1.79E-07,0.234356013,0.479819757,0.168649858,0.077128064,0.028317067,0.027634415,2996,3.655416057,0.011166167,0.004085113,0.058720428,0.275116582,0.012308622,0.095000137,0.134790235,0.042656534,0.01605737,0.028993736,0.003069631,0.03110716,0.129907897,0.009263404,0.016403677,0.002446207,0.006698032,0.086520689,0.035688378
SRR12479729,28.0491855,34.54597075,40.36377425,30.0215475,0.203373113,3.92E-06,8.27E-06,0.001545829,1.79E-07,0.234356013,0.641909825,0.122960861,0.046633347,0.021828218,0.023887273,3014,2.494472153,0.003986947,0.004956885,0.048636729,0.295393771,0.015085968,0.088802921,0.147177438,0.03953647,0.019140288,0.039856717,0.003252946,0.040587756,0.113090728,0.009964122,0.022087399,0.005434028,0.01191956,0.048352356,0.042736972
SRR12479730,28.0491855,34.54597075,40.36377425,30.0215475,0.203373113,3.92E-06,8.27E-06,0.001545829,1.79E-07,0.234356013,0.633752466,0.126139972,0.05003771,0.018152504,0.019637477,2986,2.846204713,0.013572587,0.004317381,0.064853978,0.301756766,0.012075226,0.053875911,0.14050907,0.046259483,0.017329846,0.030924895,0.003331328,0.034091513,0.119443171,0.00970079,0.016881807,0.00245739,0.005712093,0.101676268,0.021230496
SRR12479731,27.97538675,34.54127,40.28234175,29.97718825,0.203625388,3.47E-06,8.11E-06,0.001545483,1.79E-07,0.23415169,0.581296369,0.122941804,0.068790874,0.01897563,0.021002895,2972,2.989354465,0.00891851,0.003683699,0.052849963,0.255974883,0.014241393,0.129196417,0.129171025,0.038010157,0.014643596,0.028302954,0.002834784,0.02929457,0.137299021,0.008615394,0.017818545,0.003853927,0.0091751,0.069761632,0.046354429
SRR12479732,27.97538675,34.54127,40.28234175,29.97718825,0.203625388,3.47E-06,8.11E-06,0.001545483,1.79E-07,0.23415169,0.621893101,0.130971779,0.054079371,0.019742807,0.020910228,2980,2.778342623,0.010571327,0.004443021,0.060809671,0.29089818,0.012500434,0.072519118,0.140321847,0.043609184,0.017285489,0.032577194,0.003215259,0.035270488,0.124387625,0.009888867,0.018119036,0.003322516,0.008054339,0.083564068,0.028642337
SRR12479733,27.97538675,34.54127,40.28234175,29.97718825,0.203625388,3.47E-06,8.11E-06,0.001545483,1.79E-07,0.23415169,0.573270667,0.145413261,0.058586911,0.024222417,0.024668318,3021,2.979178276,0.007974427,0.004203557,0.051641254,0.273798898,0.013937928,0.107713079,0.136467712,0.039665173,0.016746594,0.032997733,0.002966065,0.033547145,0.129792525,0.009775288,0.01929199,0.004054771,0.010779669,0.066902217,0.037743975
SRR12479734,19.38257475,35.978877,40.142068,23.79637925,0.23670516,0.001160092,7.30E-06,0.001069865,1.74E-07,0.20501047,0.517012905,0.164870025,0.070263281,0.035981021,0.027386953,3030,3.36507339,0.008827518,0.004182454,0.055069057,0.275923876,0.012794986,0.090870567,0.134210045,0.040997287,0.016951816,0.033652685,0.002893925,0.033352699,0.130723922,0.009695249,0.020637056,0.003126339,0.012005434,0.072943522,0.041141564
SRR12479735,27.880928,34.565401,40.20791325,29.0745135,0.203929015,3.95E-06,8.16E-06,0.001546397,1.78E-07,0.234203267,0.55302204,0.160590562,0.056911561,0.025127343,0.026072325,2988,3.238358581,0.013597902,0.004395958,0.064152654,0.301396366,0.012109155,0.051500841,0.142531045,0.046864764,0.017530833,0.031212523,0.003161755,0.034405005,0.119229445,0.009888096,0.016527911,0.002277049,0.006000815,0.101894549,0.021323331
SRR12479736,27.880928,34.565401,40.20791325,29.0745135,0.203929015,3.95E-06,8.16E-06,0.001546397,1.78E-07,0.234203267,0.494806089,0.167853362,0.070864122,0.026097513,0.027886613,3017,3.58792789,0.014338748,0.004257794,0.066607893,0.299740401,0.01218451,0.049944095,0.139176501,0.04749403,0.017248999,0.03003071,0.00312167,0.033122847,0.119990658,0.010045618,0.016205981,0.001978539,0.00620414,0.107860729,0.020446138
SRR12479737,27.880928,34.565401,40.20791325,29.0745135,0.203929015,3.95E-06,8.16E-06,0.001546397,1.78E-07,0.234203267,0.543767353,0.145664332,0.065856957,0.022722141,0.026332477,3046,3.180044197,0.009447709,0.004226608,0.053089685,0.27722907,0.013241151,0.093053776,0.135960155,0.041434444,0.016539246,0.03146116,0.003045249,0.033325373,0.126519999,0.010160107,0.017969537,0.00340671,0.010638672,0.075283636,0.043967714
SRR12479738,27.880928,34.565401,40.20791325,29.0745135,0.203929015,3.95E-06,8.16E-06,0.001546397,1.78E-07,0.234203267,0.540629573,0.142808982,0.072195594,0.02256917,0.026238747,3009,3.214857925,0.006919388,0.00378265,0.045553441,0.244361225,0.013428337,0.19784265,0.122782638,0.035182652,0.014482484,0.028469758,0.002684616,0.030272794,0.117270827,0.008852594,0.016935623,0.003686817,0.010757736,0.060105342,0.036628427
SRR12479739,27.692612,34.62212375,40.015224,27.15700375,0.204328155,4.71E-06,8.27E-06,0.001543879,1.81E-07,0.234572638,0.461002194,0.165453153,0.08066553,0.02502995,0.027949806,3041,3.627083451,0.010584162,0.004342926,0.054077964,0.282881864,0.012365381,0.090495003,0.138743882,0.043429164,0.017142017,0.030801134,0.003067752,0.033781531,0.126054914,0.01018093,0.017065048,0.002609275,0.01065582,0.083128134,0.028593099
SRR12479740,27.692612,34.62212375,40.015224,27.15700375,0.204328155,4.71E-06,8.27E-06,0.001543879,1.81E-07,0.234572638,0.464878275,0.170886231,0.078201813,0.020622777,0.026539865,2993,3.755778748,0.014956925,0.004083484,0.073250262,0.28871638,0.011914741,0.057687525,0.134787065,0.046804058,0.01632453,0.028143517,0.00299578,0.030547303,0.12232643,0.009860377,0.015681153,0.001833039,0.006560098,0.110021804,0.023505528
SRR12479741,27.538133,34.7154105,39.93185575,28.6798925,0.204719655,3.36E-06,8.58E-06,0.001540854,1.80E-07,0.235261775,0.584424868,0.149859789,0.057527364,0.022827577,0.025341775,2997,2.961601919,0.00984112,0.004080182,0.056079671,0.289434567,0.012521719,0.076493622,0.14244191,0.042638713,0.017085642,0.032929897,0.003111293,0.035099154,0.122800556,0.009428489,0.018659008,0.003355258,0.008688189,0.080006017,0.035304993
SRR12479742,27.538133,34.7154105,39.93185575,28.6798925,0.204719655,3.36E-06,8.58E-06,0.001540854,1.80E-07,0.235261775,0.489542805,0.155947589,0.081562172,0.02717359,0.027301644,3055,3.630000895,0.012650624,0.00395033,0.057466586,0.282249472,0.01224211,0.080665367,0.137125151,0.043446999,0.016052622,0.028883568,0.003021202,0.030973474,0.125169679,0.009618516,0.017619708,0.002481486,0.006838675,0.095122366,0.034422064
SRR12479743,27.538133,34.7154105,39.93185575,28.6798925,0.204719655,3.36E-06,8.58E-06,0.001540854,1.80E-07,0.235261775,0.636169389,0.137511442,0.044843321,0.02279759,0.022531183,3001,2.66816268,0.011625691,0.004512088,0.061234464,0.304608508,0.012805261,0.052707543,0.144851959,0.046241188,0.018380908,0.033899344,0.003488116,0.036689691,0.117209741,0.010356053,0.017796999,0.003111929,0.007350762,0.091386591,0.021743164
SRR12479744,27.397965,34.75416625,39.88258925,29.73145925,0.205211018,2.82E-06,9.20E-06,0.001539736,1.76E-07,0.235150935,0.561087968,0.141642971,0.067157125,0.023099841,0.026699634,3007,3.166733681,0.011015145,0.004200869,0.062358626,0.282566565,0.013093469,0.083291267,0.137670464,0.04293517,0.01652767,0.030902879,0.003018118,0.033202762,0.120821577,0.010126827,0.017590824,0.003563909,0.009781735,0.085970666,0.031361459
SRR12479745,17.97378725,35.83613775,38.70684425,27.84389075,0.2430086,0.001173442,1.14E-05,0.001147391,1.54E-07,0.200068203,0.28962063,0.249439596,0.096193952,0.059977046,0.040872351,3091,4.450316863,0.009145813,0.003801388,0.053903264,0.259667233,0.011390226,0.115507868,0.131581807,0.038765691,0.015415972,0.030579726,0.002713125,0.029859861,0.135866646,0.008778825,0.015966501,0.001963898,0.006890184,0.07385158,0.054350392
SRR12479746,27.397965,34.75416625,39.88258925,29.73145925,0.205211018,2.82E-06,9.20E-06,0.001539736,1.76E-07,0.235150935,0.449810613,0.161315671,0.086508698,0.025968545,0.030039284,3010,3.751705214,0.009440758,0.0038708,0.055798711,0.257042336,0.013423447,0.118585281,0.129507889,0.038968794,0.014994409,0.028095964,0.002851189,0.029663931,0.129711068,0.009739117,0.0168019,0.002967777,0.009558836,0.073425517,0.055552276
SRR12479747,30.62914175,35.406226,43.99937,10.13746013,0.195904175,0.00054396,2.28E-06,0.001521622,5.05E-07,0.248928463,0.599493087,0.081229593,0.081574739,0.012946379,0.013858039,3038,2.974281632,0.006894435,0.002597044,0.044567523,0.198693443,0.018499242,0.224178259,0.108007562,0.028626574,0.010958625,0.021224237,0.002050186,0.021228851,0.152035109,0.007335657,0.017478902,0.004248198,0.00832171,0.051861627,0.071192816
SRR12479748,30.85259725,35.303012,44.187895,8.998975975,0.19542095,0.00056998,2.28E-06,0.001519337,5.02E-07,0.248145358,0.5961974,0.094473686,0.074840665,0.016185593,0.016781693,2931,3.137013685,0.00787537,0.00299968,0.045344782,0.220388162,0.016134884,0.195490443,0.114517683,0.032846928,0.012770855,0.024109961,0.002466251,0.025022713,0.151636209,0.008120486,0.017136576,0.004533831,0.009901426,0.059129621,0.04957414
SRR12479749,30.85259725,35.303012,44.187895,8.998975975,0.19542095,0.00056998,2.28E-06,0.001519337,5.02E-07,0.248145358,0.531498791,0.152350602,0.072141862,0.02055453,0.025650688,2992,3.426137652,0.009556452,0.003949346,0.052479601,0.263664097,0.01312784,0.11805984,0.132968189,0.039889722,0.015777033,0.029404471,0.002909929,0.030937581,0.136754494,0.009452542,0.016684698,0.002941066,0.008242503,0.074571103,0.038629493
SRR12479750,30.85259725,35.303012,44.187895,8.998975975,0.19542095,0.00056998,2.28E-06,0.001519337,5.02E-07,0.248145358,0.627061146,0.127619814,0.054080592,0.019395071,0.021620832,2973,2.816505565,0.007760937,0.004231516,0.049815168,0.270546562,0.014544025,0.118586872,0.133277658,0.039373505,0.016351871,0.032372214,0.002983634,0.033057666,0.134667332,0.009621667,0.019262991,0.004443739,0.009924799,0.066139662,0.033038182
SRR12479751,30.85259725,35.303012,44.187895,8.998975975,0.19542095,0.00056998,2.28E-06,0.001519337,5.02E-07,0.248145358,0.645111923,0.097272543,0.05997359,0.016720481,0.017344388,2972,2.843147808,0.009860324,0.0037231,0.052558419,0.263854414,0.013026053,0.114552835,0.130020917,0.038824137,0.014888058,0.028232381,0.002731675,0.029769966,0.131263976,0.009243334,0.017929147,0.003727928,0.008120081,0.076125257,0.051547997
SRR12479752,30.85259725,35.303012,44.187895,8.998975975,0.19542095,0.00056998,2.28E-06,0.001519337,5.02E-07,0.248145358,0.685753058,0.069012077,0.061197823,0.01183046,0.012954817,2965,2.453065182,0.005953829,0.002949592,0.043205886,0.218184316,0.019166038,0.210682189,0.115037909,0.030359828,0.01227819,0.025527685,0.002329598,0.025213266,0.139710237,0.007591458,0.019586312,0.005638193,0.010588113,0.049639057,0.056358304
